order_no,date,lot_number,currency,buysell,amount,price,rate,fee,swap,pl,total_pl
426164906,2021/01/05 0:57:28,10000543769904,米ドル-円,新規売,10,103.139,-,0,0,,0
426166151,2021/01/05 1:01:00,60000534753721,米ドル-円,決済買,10,103.122,-,0,0,4000,4000
426163967,2021/01/05 0:54:52,10000543769488,米ドル-円,新規売,10,103.162,-,0,0,,0
426159150,2021/01/05 0:40:57,60000534750093,米ドル-円,決済売,10,103.164,-,0,0,26200,26200
426078930,2021/01/04 21:10:51,10000543731684,米ドル-円,新規買,10,102.902,-,0,0,,0
426069660,2021/01/04 20:40:55,60000534707339,米ドル-円,決済買,10,102.836,-,0,-130,22100,21970
425825976,2021/01/01 0:03:57,10000543615615,米ドル-円,新規売,10,103.057,-,0,0,,0
426069660,2021/01/04 20:40:55,60000534707338,米ドル-円,決済買,10,102.836,-,0,-2070,23600,21530
423415520,2020/12/17 22:31:12,10000542532911,米ドル-円,新規売,10,103.072,-,0,0,,0
426069660,2021/01/04 20:40:55,60000534707337,米ドル-円,決済買,20,102.836,-,0,-4140,30600,26460
423400103,2020/12/17 21:56:27,10000542526070,米ドル-円,新規売,20,102.989,-,0,0,,0
425850408,2021/01/01 1:11:39,60000534611093,米ドル-円,決済売,10,103.224,-,0,0,2100,2100
425838833,2021/01/01 0:48:35,10000543621967,米ドル-円,新規買,10,103.203,-,0,0,,0
