注文番号,約定日,建玉番号,通貨ペア,取引,数量,決済価格(建単価),換算レート,手数料,実現スワップ,実現損益,合計損益
390310424,2020/06/23 11:53:41,10000527760806,米ドル-円,新規売,10,107.150,-,0,0,,0
390284995,2020/06/23 10:59:43,60000518409169,米ドル-円,決済売,10,106.920,-,0,0,4600,4600
390261299,2020/06/23 10:15:04,10000527738515,米ドル-円,新規買,10,106.874,-,0,0,,0
390256783,2020/06/23 10:08:47,60000518394650,米ドル-円,決済買,10,106.911,-,0,0,1000,1000
390249287,2020/06/23 9:18:13,10000527732479,米ドル-円,新規売,10,106.921,-,0,0,,0
390256736,2020/06/23 10:06:13,60000518394104,米ドル-円,決済買,10,106.930,-,0,0,1000,1000
390255119,2020/06/23 9:53:30,10000527735132,米ドル-円,新規売,10,106.940,-,0,0,,0
390253090,2020/06/23 9:40:33,60000518392497,米ドル-円,決済買,10,106.917,-,0,0,1300,1300
390249641,2020/06/23 9:19:59,10000527732644,米ドル-円,新規売,10,106.930,-,0,0,,0
390248654,2020/06/23 9:12:42,60000518390588,米ドル-円,決済買,10,106.911,-,0,0,1100,1100
390247693,2020/06/23 9:06:54,10000527731836,米ドル-円,新規売,10,106.922,-,0,0,,0
390230378,2020/06/23 7:25:58,60000518382996,米ドル-円,決済売,10,106.890,-,0,90,1000,1090
390166704,2020/06/22 22:37:08,10000527696518,米ドル-円,新規買,10,106.880,-,0,0,,0
390169026,2020/06/22 22:43:34,60000518354187,米ドル-円,決済買,10,106.854,-,0,0,-4700,-4700
389999936,2020/06/22 8:13:53,10000527619694,米ドル-円,新規売,10,106.807,-,0,0,,0
390165261,2020/06/22 22:34:37,60000518352593,米ドル-円,決済買,10,106.871,-,0,0,3000,3000
390159739,2020/06/22 22:13:55,10000527693316,米ドル-円,新規売,10,106.901,-,0,0,,0
390154368,2020/06/22 21:58:01,60000518347298,米ドル-円,決済買,10,106.868,-,0,0,1600,1600
390153409,2020/06/22 21:55:23,10000527690104,米ドル-円,新規売,10,106.884,-,0,0,,0
390150003,2020/06/22 21:38:35,60000518345445,米ドル-円,決済買,10,106.900,-,0,0,1200,1200
390136954,2020/06/22 20:42:45,10000527682681,米ドル-円,新規売,10,106.912,-,0,0,,0
390121306,2020/06/22 19:23:45,60000518332495,米ドル-円,決済買,10,106.876,-,0,0,1800,1800
390051766,2020/06/22 13:21:41,10000527643025,米ドル-円,新規売,10,106.894,-,0,0,,0
390040451,2020/06/22 11:55:51,60000518296115,米ドル-円,決済買,10,106.897,-,0,0,1800,1800
390036794,2020/06/22 11:27:23,10000527636470,米ドル-円,新規売,10,106.915,-,0,0,,0
390014358,2020/06/22 9:27:10,60000518284650,米ドル-円,決済買,10,106.853,-,0,0,1300,1300
390011130,2020/06/22 9:12:20,10000527624895,米ドル-円,新規売,10,106.866,-,0,0,,0
389969585,2020/06/20 2:07:30,60000518267030,米ドル-円,決済売,10,106.862,-,0,0,1500,1500
389969162,2020/06/20 2:03:25,10000527608870,米ドル-円,新規買,10,106.847,-,0,0,,0
389967034,2020/06/20 1:45:51,60000518265823,米ドル-円,決済買,10,106.826,-,0,0,900,900
389922158,2020/06/19 23:04:12,10000527587344,米ドル-円,新規売,10,106.835,-,0,0,,0
389914790,2020/06/19 22:43:22,60000518240194,米ドル-円,決済買,10,106.830,-,0,0,3700,3700
389912007,2020/06/19 22:35:53,10000527582698,米ドル-円,新規売,10,106.867,-,0,0,,0
389909907,2020/06/19 22:28:54,60000518237866,米ドル-円,決済売,10,106.903,-,0,0,1300,1300
389867174,2020/06/19 20:36:43,10000527561978,米ドル-円,新規買,10,106.890,-,0,0,,0
389855503,2020/06/19 19:47:00,60000518212640,米ドル-円,決済売,10,106.939,-,0,0,2400,2400
389854889,2020/06/19 19:44:23,10000527556125,米ドル-円,新規買,10,106.915,-,0,0,,0
389815762,2020/06/19 16:21:27,60000518194413,米ドル-円,決済買,10,106.891,-,0,0,4100,4100
389805503,2020/06/19 15:33:30,10000527533001,米ドル-円,新規売,10,106.932,-,0,0,,0
389802812,2020/06/19 15:18:08,60000518187928,米ドル-円,決済売,10,106.941,-,0,0,4300,4300
389785309,2020/06/19 13:06:32,10000527523224,米ドル-円,新規買,10,106.898,-,0,0,,0
389785232,2020/06/19 13:05:58,60000518179804,米ドル-円,決済買,10,106.900,-,0,0,1400,1400
389784534,2020/06/19 12:58:18,10000527522843,米ドル-円,新規売,10,106.914,-,0,0,,0
389782234,2020/06/19 12:37:00,60000518178543,米ドル-円,決済売,10,106.922,-,0,0,1900,1900
389781131,2020/06/19 12:26:52,10000527521403,米ドル-円,新規買,10,106.903,-,0,0,,0
389718356,2020/06/19 2:05:43,60000518151485,米ドル-円,決済売,10,106.894,-,0,0,4900,4900
389715881,2020/06/19 1:44:11,10000527493773,米ドル-円,新規買,10,106.845,-,0,0,,0
389715678,2020/06/19 1:42:39,60000518150037,米ドル-円,決済売,10,106.843,-,0,0,2200,2200
389677941,2020/06/18 23:14:36,10000527476735,米ドル-円,新規買,10,106.821,-,0,0,,0
389628231,2020/06/18 21:31:45,60000518110632,米ドル-円,決済買,10,106.890,-,0,0,3300,3300
389620981,2020/06/18 21:13:56,10000527450588,米ドル-円,新規売,10,106.923,-,0,0,,0
389619757,2020/06/18 21:10:38,60000518106341,米ドル-円,決済売,10,106.934,-,0,0,600,600
389615942,2020/06/18 21:03:57,10000527448480,米ドル-円,新規買,10,106.928,-,0,0,,0
389562584,2020/06/18 18:20:48,60000518080178,米ドル-円,決済売,10,106.971,-,0,0,800,800
389562061,2020/06/18 18:18:59,10000527423445,米ドル-円,新規買,10,106.963,-,0,0,,0
389561734,2020/06/18 18:17:47,60000518079813,米ドル-円,決済買,10,106.956,-,0,0,4000,4000
389544538,2020/06/18 17:25:26,10000527415573,米ドル-円,新規売,10,106.996,-,0,0,,0
389451134,2020/06/18 10:16:34,60000518029801,米ドル-円,決済売,10,106.828,-,0,0,1200,1200
389450718,2020/06/18 10:14:17,10000527372768,米ドル-円,新規買,10,106.816,-,0,0,,0
389450052,2020/06/18 10:09:44,60000518029358,米ドル-円,決済売,10,106.818,-,0,0,2700,2700
389447196,2020/06/18 9:56:28,10000527371364,米ドル-円,新規買,10,106.791,-,0,0,,0
389262574,2020/06/17 18:18:25,60000517946409,米ドル-円,決済買,10,107.362,-,0,0,4800,4800
389250910,2020/06/17 17:30:43,10000527282374,米ドル-円,新規売,10,107.410,-,0,0,,0
389215860,2020/06/17 15:09:48,60000517924793,米ドル-円,決済売,10,107.274,-,0,0,2900,2900
389210580,2020/06/17 14:39:57,10000527264370,米ドル-円,新規買,10,107.245,-,0,0,,0
389203546,2020/06/17 13:36:53,60000517919061,米ドル-円,決済買,10,107.226,-,0,0,1700,1700
389201274,2020/06/17 13:19:10,10000527260091,米ドル-円,新規売,10,107.243,-,0,0,,0
389190370,2020/06/17 12:09:01,60000517913536,米ドル-円,決済買,10,107.231,-,0,0,900,900
389183377,2020/06/17 11:33:04,10000527252219,米ドル-円,新規売,10,107.240,-,0,0,,0
389183256,2020/06/17 11:32:42,60000517910605,米ドル-円,決済売,10,107.249,-,0,0,-3100,-3100
389182311,2020/06/17 11:27:19,10000527251678,米ドル-円,新規買,10,107.280,-,0,0,,0
389178693,2020/06/17 11:04:20,60000517908696,米ドル-円,決済買,10,107.231,-,0,0,2100,2100
389172476,2020/06/17 10:31:42,10000527247455,米ドル-円,新規売,10,107.252,-,0,0,,0
389171452,2020/06/17 10:28:44,60000517905777,米ドル-円,決済買,10,107.284,-,0,0,2600,2600
389167850,2020/06/17 10:08:46,10000527245409,米ドル-円,新規売,10,107.310,-,0,0,,0
389165874,2020/06/17 10:00:30,60000517903505,米ドル-円,決済売,10,107.351,-,0,0,3500,3500
389161444,2020/06/17 9:44:15,10000527242662,米ドル-円,新規買,10,107.316,-,0,0,,0
388952398,2020/06/16 18:58:24,60000517808926,米ドル-円,決済買,10,107.363,-,0,0,2800,2800
388936170,2020/06/16 17:46:17,10000527143348,米ドル-円,新規売,10,107.391,-,0,0,,0
388908357,2020/06/16 16:15:44,60000517790081,米ドル-円,決済買,10,107.373,-,0,0,6500,6500
388902991,2020/06/16 15:57:23,10000527128392,米ドル-円,新規売,10,107.438,-,0,0,,0
388894561,2020/06/16 15:38:52,60000517784534,米ドル-円,決済買,10,107.349,-,0,0,13000,13000
388838963,2020/06/16 11:52:53,10000527100043,米ドル-円,新規売,10,107.479,-,0,0,,0
388844902,2020/06/16 12:01:25,60000517762199,米ドル-円,決済売,10,107.578,-,0,0,-4300,-4300
388844124,2020/06/16 12:00:34,10000527102753,米ドル-円,新規買,10,107.621,-,0,0,,0
388838118,2020/06/16 11:51:48,60000517757835,米ドル-円,決済売,10,107.504,-,0,0,6400,6400
388836744,2020/06/16 11:49:19,10000527098607,米ドル-円,新規買,10,107.440,-,0,0,,0
388810734,2020/06/16 9:46:08,60000517744496,米ドル-円,決済売,10,107.323,-,0,0,800,800
388810096,2020/06/16 9:42:38,10000527086556,米ドル-円,新規買,10,107.315,-,0,0,,0
388809752,2020/06/16 9:40:58,60000517744174,米ドル-円,決済買,10,107.303,-,0,-130,3700,3570
388765761,2020/06/16 5:18:03,10000527067740,米ドル-円,新規売,10,107.340,-,0,0,,0
388580195,2020/06/15 16:38:35,60000517640524,米ドル-円,決済買,10,107.331,-,0,0,6000,6000
388575666,2020/06/15 16:27:22,10000526983176,米ドル-円,新規売,10,107.391,-,0,0,,0
388556162,2020/06/15 15:20:35,60000517629320,米ドル-円,決済売,10,107.225,-,0,0,3700,3700
388551826,2020/06/15 15:08:35,10000526972287,米ドル-円,新規買,10,107.188,-,0,0,,0
388464248,2020/06/15 8:36:04,60000517588481,米ドル-円,決済売,10,107.360,-,0,0,1100,1100
388462927,2020/06/15 8:30:18,10000526931353,米ドル-円,新規買,10,107.349,-,0,0,,0
388458317,2020/06/15 8:11:35,60000517586121,米ドル-円,決済買,10,107.387,-,0,0,5600,5600
388456069,2020/06/15 8:01:25,10000526928051,米ドル-円,新規売,10,107.443,-,0,0,,0
388455806,2020/06/15 8:00:02,60000517585201,米ドル-円,決済買,10,107.466,-,0,0,1800,1800
388455260,2020/06/15 7:57:13,10000526927716,米ドル-円,新規売,10,107.484,-,0,0,,0
388454372,2020/06/15 7:51:45,60000517584730,米ドル-円,決済売,10,107.476,-,0,0,1300,1300
388452406,2020/06/15 7:41:30,10000526926553,米ドル-円,新規買,10,107.463,-,0,0,,0
388444602,2020/06/15 7:10:34,60000517581506,米ドル-円,決済売,10,107.546,-,0,90,1900,1990
388234314,2020/06/12 19:14:58,10000526833910,米ドル-円,新規買,10,107.527,-,0,0,,0
388228896,2020/06/12 19:02:19,60000517482705,米ドル-円,決済売,10,107.523,-,0,0,10000,10000
388205508,2020/06/12 18:14:50,10000526821245,米ドル-円,新規買,10,107.423,-,0,0,,0
388204502,2020/06/12 18:12:31,60000517471492,米ドル-円,決済売,5,107.393,-,0,40,25750,25790
387977752,2020/06/12 4:24:00,10000526719855,米ドル-円,新規買,5,106.878,-,0,0,,0
387974309,2020/06/12 3:51:10,60000517367010,米ドル-円,決済売,6,106.848,-,0,0,1320,1320
387893201,2020/06/11 23:00:26,10000526682021,米ドル-円,新規買,6,106.826,-,0,0,,0
387866487,2020/06/11 22:11:18,60000517315969,米ドル-円,決済売,5,106.929,-,0,0,600,600
387862004,2020/06/11 22:04:56,10000526667986,米ドル-円,新規買,5,106.917,-,0,0,,0
387861401,2020/06/11 22:04:15,60000517313607,米ドル-円,決済買,8,106.896,-,0,0,15280,15280
387822138,2020/06/11 20:46:15,10000526650006,米ドル-円,新規売,8,107.087,-,0,0,,0
387821977,2020/06/11 20:45:48,60000517295601,米ドル-円,決済売,8,107.090,-,0,0,-3040,-3040
387820342,2020/06/11 20:41:19,10000526649230,米ドル-円,新規買,8,107.128,-,0,0,,0
387818515,2020/06/11 20:35:50,60000517294205,米ドル-円,決済買,15,107.116,-,0,-4305,-33000,-37305
381551933,2020/05/14 9:15:50,10000523868774,米ドル-円,新規売,15,106.896,-,0,0,,0
386615055,2020/06/08 9:15:40,60000516754086,米ドル-円,決済買,5,109.540,-,0,-60,1450,1390
386487972,2020/06/05 22:43:30,10000526049659,米ドル-円,新規売,5,109.569,-,0,0,,0
386607701,2020/06/08 8:54:23,60000516750935,米ドル-円,決済売,5,109.635,-,0,0,900,900
386606636,2020/06/08 8:47:14,10000526098175,米ドル-円,新規買,5,109.617,-,0,0,,0
386606069,2020/06/08 8:45:15,60000516750295,米ドル-円,決済売,5,109.654,-,0,0,1650,1650
386604109,2020/06/08 8:35:09,10000526097017,米ドル-円,新規買,5,109.621,-,0,0,,0
386493060,2020/06/05 22:51:38,60000516700551,米ドル-円,決済売,10,109.654,-,0,0,3700,3700
386478468,2020/06/05 22:27:24,10000526045572,米ドル-円,新規買,10,109.617,-,0,0,,0
386478127,2020/06/05 22:26:46,60000516693877,米ドル-円,決済買,5,109.624,-,0,0,1200,1200
386473052,2020/06/05 22:19:10,10000526043321,米ドル-円,新規売,5,109.648,-,0,0,,0
386471846,2020/06/05 22:17:47,60000516691309,米ドル-円,決済売,10,109.638,-,0,6770,-15300,-8530
370773443,2020/03/26 21:30:42,10000519087492,米ドル-円,新規買,10,109.791,-,0,0,,0
386452239,2020/06/05 21:55:43,60000516681790,米ドル-円,決済売,5,109.615,-,0,0,11500,11500
386345154,2020/06/05 17:09:10,10000525987734,米ドル-円,新規買,5,109.385,-,0,0,,0
386265960,2020/06/05 12:40:40,60000516595364,米ドル-円,決済売,5,109.171,-,0,0,3200,3200
386245646,2020/06/05 10:23:03,10000525943549,米ドル-円,新規買,5,109.107,-,0,0,,0
386245492,2020/06/05 10:22:01,60000516586380,米ドル-円,決済買,5,109.116,-,0,0,2850,2850
386216718,2020/06/05 8:17:31,10000525930592,米ドル-円,新規売,5,109.173,-,0,0,,0
386008503,2020/06/04 20:16:14,60000516477019,米ドル-円,決済買,5,108.841,-,0,0,4100,4100
385983761,2020/06/04 18:37:57,10000525830443,米ドル-円,新規売,5,108.923,-,0,0,,0
385983304,2020/06/04 18:36:40,60000516466310,米ドル-円,決済買,5,108.943,-,0,0,2400,2400
385919003,2020/06/04 13:56:47,10000525800681,米ドル-円,新規売,5,108.991,-,0,0,,0
385918966,2020/06/04 13:56:18,60000516437115,米ドル-円,決済売,5,108.990,-,0,0,350,350
385846605,2020/06/04 7:59:38,10000525768364,米ドル-円,新規買,5,108.983,-,0,0,,0
385846290,2020/06/04 7:57:46,60000516405573,米ドル-円,決済買,5,108.984,-,0,0,-300,-300
385845469,2020/06/04 7:54:02,10000525767902,米ドル-円,新規売,5,108.978,-,0,0,,0
385845232,2020/06/04 7:53:05,60000516405223,米ドル-円,決済売,5,108.985,-,0,0,1750,1750
385841881,2020/06/04 7:34:48,10000525766352,米ドル-円,新規買,5,108.950,-,0,0,,0
385841820,2020/06/04 7:34:31,60000516403898,米ドル-円,決済買,5,108.951,-,0,0,-1400,-1400
385840957,2020/06/04 7:28:44,10000525766021,米ドル-円,新規売,5,108.923,-,0,0,,0
385661169,2020/06/03 19:20:46,60000516319537,米ドル-円,決済買,5,108.738,-,0,0,1600,1600
385660438,2020/06/03 19:19:08,10000525688460,米ドル-円,新規売,5,108.770,-,0,0,,0
385648542,2020/06/03 18:38:49,60000516313906,米ドル-円,決済買,5,108.718,-,0,0,1850,1850
385646944,2020/06/03 18:33:01,10000525682406,米ドル-円,新規売,5,108.755,-,0,0,,0
385474346,2020/06/03 7:56:54,60000516234744,米ドル-円,決済売,5,108.608,-,0,0,700,700
385473953,2020/06/03 7:55:22,10000525606055,米ドル-円,新規買,5,108.594,-,0,0,,0
385472681,2020/06/03 7:49:22,60000516233929,米ドル-円,決済売,5,108.654,-,0,0,550,550
385471905,2020/06/03 7:43:41,10000525605117,米ドル-円,新規買,5,108.643,-,0,0,,0
385471704,2020/06/03 7:42:09,60000516233558,米ドル-円,決済買,5,108.637,-,0,0,350,350
385470220,2020/06/03 7:29:24,10000525604498,米ドル-円,新規売,5,108.644,-,0,0,,0
385470058,2020/06/03 7:28:08,60000516233001,米ドル-円,決済売,5,108.650,-,0,1840,26300,28140
374735413,2020/04/13 10:54:32,10000520823795,米ドル-円,新規買,5,108.124,-,0,0,,0
378143422,2020/04/28 23:08:56,60000512908583,米ドル-円,決済買,15,106.699,-,0,-5295,73050,67755
372476994,2020/04/01 23:04:02,10000519833323,米ドル-円,新規売,15,107.186,-,0,0,,0
374735341,2020/04/13 10:54:06,60000511373184,米ドル-円,決済買,5,108.122,-,0,-75,13950,13875
374607366,2020/04/10 12:52:42,10000520768892,米ドル-円,新規売,5,108.401,-,0,0,,0
374607344,2020/04/10 12:52:33,60000511318163,米ドル-円,決済売,5,108.401,-,0,0,-1500,-1500
374605852,2020/04/10 12:40:53,10000520768156,米ドル-円,新規買,5,108.431,-,0,0,,0
374605818,2020/04/10 12:40:38,60000511317563,米ドル-円,決済買,5,108.440,-,0,0,-550,-550
374603703,2020/04/10 12:25:54,10000520767171,米ドル-円,新規売,5,108.429,-,0,0,,0
373274533,2020/04/06 8:15:35,60000510724344,米ドル-円,決済買,10,108.621,-,0,-110,-46700,-46810
373034255,2020/04/03 16:42:32,10000520078785,米ドル-円,新規売,10,108.154,-,0,0,,0
373005391,2020/04/03 14:31:03,60000510603257,米ドル-円,決済買,10,107.882,-,0,0,5300,5300
372986152,2020/04/03 12:04:58,10000520056736,米ドル-円,新規売,10,107.935,-,0,0,,0
372921953,2020/04/03 4:57:35,60000510568607,米ドル-円,決済売,5,107.902,-,0,0,19250,19250
372613125,2020/04/02 10:43:19,10000519893590,米ドル-円,新規買,5,107.517,-,0,0,,0
372305610,2020/04/01 15:01:03,60000510290495,米ドル-円,決済買,15,107.399,-,0,0,58800,58800
372265766,2020/04/01 11:36:02,10000519737762,米ドル-円,新規売,15,107.791,-,0,0,,0
372255002,2020/04/01 10:58:12,60000510267568,米ドル-円,決済買,15,107.675,-,0,-1575,13950,12375
371424387,2020/03/30 7:32:46,10000519368280,米ドル-円,新規売,15,107.768,-,0,0,,0
370773035,2020/03/26 21:30:12,60000509618871,米ドル-円,決済売,10,109.611,-,0,0,-29400,-29400
370764288,2020/03/26 21:14:26,10000519083548,米ドル-円,新規買,10,109.905,-,0,0,,0
370758181,2020/03/26 21:03:49,60000509612676,米ドル-円,決済買,20,109.846,-,0,-9600,13600,4000
368843629,2020/03/20 19:43:35,10000518261724,米ドル-円,新規売,20,109.914,-,0,0,,0
368838014,2020/03/20 19:31:39,60000508784043,米ドル-円,決済買,15,109.955,-,0,0,24750,24750
368832314,2020/03/20 19:20:53,10000518256724,米ドル-円,新規売,15,110.120,-,0,0,,0
368831179,2020/03/20 19:18:19,60000508780864,米ドル-円,決済買,10,110.146,-,0,0,2200,2200
368828751,2020/03/20 19:13:15,10000518255240,米ドル-円,新規売,10,110.168,-,0,0,,0
368825053,2020/03/20 19:03:18,60000508778177,米ドル-円,決済売,10,110.224,-,0,0,1500,1500
368815611,2020/03/20 18:43:33,10000518249882,米ドル-円,新規買,10,110.209,-,0,0,,0
368815131,2020/03/20 18:42:53,60000508773912,米ドル-円,決済買,10,110.162,-,0,0,-29100,-29100
368799282,2020/03/20 18:10:44,10000518242923,米ドル-円,新規売,10,109.871,-,0,0,,0
368787041,2020/03/20 17:47:14,60000508761736,米ドル-円,決済買,10,109.831,-,0,0,-9200,-9200
368785195,2020/03/20 17:43:00,10000518237045,米ドル-円,新規売,10,109.739,-,0,0,,0
368769233,2020/03/20 17:18:16,60000508754056,米ドル-円,決済買,10,109.602,-,0,0,19100,19100
368731055,2020/03/20 16:20:46,10000518213411,米ドル-円,新規売,10,109.793,-,0,0,,0
368721318,2020/03/20 16:00:17,60000508733224,米ドル-円,決済買,10,109.905,-,0,0,2700,2700
368700992,2020/03/20 15:19:28,10000518200042,米ドル-円,新規売,10,109.932,-,0,0,,0
368700547,2020/03/20 15:18:20,60000508723910,米ドル-円,決済売,10,109.955,-,0,0,-11900,-11900
368695537,2020/03/20 15:03:13,10000518197626,米ドル-円,新規買,10,110.074,-,0,0,,0
368695306,2020/03/20 15:02:29,60000508721539,米ドル-円,決済買,10,110.066,-,0,0,18100,18100
368609071,2020/03/20 11:03:17,10000518160871,米ドル-円,新規売,10,110.247,-,0,0,,0
368608843,2020/03/20 11:03:03,60000508685817,米ドル-円,決済売,10,110.362,-,0,0,-19700,-19700
368605422,2020/03/20 10:58:23,10000518159379,米ドル-円,新規買,10,110.559,-,0,0,,0
368605103,2020/03/20 10:58:04,60000508684418,米ドル-円,決済買,10,110.567,-,0,0,36900,36900
368581528,2020/03/20 10:20:45,10000518148648,米ドル-円,新規売,10,110.936,-,0,0,,0
363649141,2020/03/10 2:47:25,60000506508692,米ドル-円,決済買,10,102.075,-,0,0,4900,4900
363633094,2020/03/10 1:45:40,10000516044562,米ドル-円,新規売,10,102.124,-,0,0,,0
363633477,2020/03/10 1:46:52,60000506501564,米ドル-円,決済売,10,102.127,-,0,4130,-799700,-795570
363632570,2020/03/10 1:44:27,60000506501222,米ドル-円,決済売,10,102.106,-,0,4130,-801800,-797670
360195241,2020/02/27 14:09:58,10000514524470,米ドル-円,新規買,20,110.124,-,0,0,,0
363478388,2020/03/09 19:51:45,60000506432808,米ドル-円,決済買,5,102.330,-,0,0,16500,16500
363435143,2020/03/09 18:20:42,10000515960219,米ドル-円,新規売,5,102.660,-,0,0,,0
363315925,2020/03/09 13:20:00,60000506365497,米ドル-円,決済買,5,102.672,-,0,0,7700,7700
363286137,2020/03/09 12:30:53,10000515896509,米ドル-円,新規売,5,102.826,-,0,0,,0
360195119,2020/02/27 14:09:34,60000504923019,米ドル-円,決済買,20,110.112,-,0,-3480,29400,25920
359846685,2020/02/26 9:01:30,10000514372816,米ドル-円,新規売,20,110.259,-,0,0,,0
359846503,2020/02/26 9:00:50,60000504774078,米ドル-円,決済売,15,110.275,-,0,0,9150,9150
359833685,2020/02/26 7:38:00,10000514367857,米ドル-円,新規買,15,110.214,-,0,0,,0
359830667,2020/02/26 7:03:16,60000504768806,米ドル-円,決済買,10,110.193,-,0,-600,-10800,-11400
359822855,2020/02/26 5:14:24,10000514364213,米ドル-円,新規売,10,110.085,-,0,0,,0
359830653,2020/02/26 7:03:11,60000504768803,米ドル-円,決済買,10,110.191,-,0,-600,-9300,-9900
359827660,2020/02/26 6:00:20,10000514366018,米ドル-円,新規売,10,110.098,-,0,0,,0
359818292,2020/02/26 4:43:44,60000504763422,米ドル-円,決済買,10,109.961,-,0,-9890,-13100,-22990
356654430,2020/02/06 10:53:40,10000512982583,米ドル-円,新規売,10,109.830,-,0,0,,0
359816232,2020/02/26 4:30:31,60000504762533,米ドル-円,決済売,10,109.974,-,0,0,-5500,-5500
359815086,2020/02/26 4:20:37,10000514361039,米ドル-円,新規買,10,110.029,-,0,0,,0
359732239,2020/02/25 22:55:57,60000504723026,米ドル-円,決済買,10,110.612,-,0,0,6200,6200
359716117,2020/02/25 21:56:09,10000514314627,米ドル-円,新規売,10,110.674,-,0,0,,0
359674153,2020/02/25 19:53:49,60000504698810,米ドル-円,決済買,10,110.423,-,0,0,36300,36300
359595909,2020/02/25 14:42:55,10000514259928,米ドル-円,新規売,10,110.786,-,0,0,,0
359555940,2020/02/25 10:06:46,60000504648970,米ドル-円,決済買,10,110.947,-,0,-610,61500,60890
359203744,2020/02/24 8:49:50,10000514088009,米ドル-円,新規売,10,111.562,-,0,0,,0
359019717,2020/02/21 18:16:10,60000504414715,米ドル-円,決済買,5,111.755,-,0,0,11100,11100
358943909,2020/02/21 11:32:51,10000513975142,米ドル-円,新規売,5,111.977,-,0,0,,0
356629318,2020/02/06 7:50:59,60000503345717,米ドル-円,決済売,10,109.802,-,0,1560,2300,3860
356555602,2020/02/05 22:18:11,10000512943285,米ドル-円,新規買,10,109.779,-,0,0,,0
356555029,2020/02/05 22:17:02,60000503312409,米ドル-円,決済買,10,109.774,-,0,0,-8800,-8800
356549393,2020/02/05 21:59:02,10000512940360,米ドル-円,新規売,10,109.686,-,0,0,,0
356402233,2020/02/05 8:36:26,60000503241524,米ドル-円,決済売,10,109.480,-,0,4780,47400,52180
354979753,2020/01/27 9:27:08,10000512260353,米ドル-円,新規買,10,109.006,-,0,0,,0
354964668,2020/01/27 8:37:53,60000502618417,米ドル-円,決済買,10,108.814,-,0,-7690,105000,97310
353393222,2020/01/13 20:55:25,10000511567832,米ドル-円,新規売,10,109.864,-,0,0,,0
353392336,2020/01/13 20:50:50,60000501933086,米ドル-円,決済売,10,109.876,-,0,2950,147100,150050
352449960,2020/01/07 9:18:09,10000511172076,米ドル-円,新規買,10,108.405,-,0,0,,0
352300949,2020/01/06 12:33:48,60000501448671,米ドル-円,決済売,10,108.026,-,0,0,1100,1100
352295336,2020/01/06 11:27:27,10000511106334,米ドル-円,新規買,10,108.015,-,0,0,,0
352285359,2020/01/06 10:04:04,60000501442648,米ドル-円,決済売,10,108.037,-,0,0,14500,14500
352269875,2020/01/06 8:43:15,10000511095117,米ドル-円,新規買,10,107.892,-,0,0,,0
352263611,2020/01/06 8:13:39,60000501434253,米ドル-円,決済売,15,107.818,-,0,720,-148950,-148230
351899924,2020/01/02 20:11:38,10000510931065,米ドル-円,新規買,15,108.811,-,0,0,,0
351898416,2020/01/02 19:57:21,60000501273642,米ドル-円,決済売,15,108.799,-,0,0,-2850,-2850
351898182,2020/01/02 19:55:41,10000510930210,米ドル-円,新規買,15,108.818,-,0,0,,0
351897916,2020/01/02 19:53:26,60000501273447,米ドル-円,決済買,15,108.821,-,0,0,2400,2400
351897021,2020/01/02 19:43:18,10000510929703,米ドル-円,新規売,15,108.837,-,0,0,,0
351896706,2020/01/02 19:40:25,60000501272940,米ドル-円,決済売,15,108.839,-,0,0,1800,1800
351896188,2020/01/02 19:34:18,10000510929361,米ドル-円,新規買,15,108.827,-,0,0,,0
351842147,2020/01/02 9:46:32,60000501250469,米ドル-円,決済買,15,108.698,-,0,0,450,450
351841920,2020/01/02 9:43:07,10000510905393,米ドル-円,新規売,15,108.701,-,0,0,,0
351841161,2020/01/02 9:33:08,60000501250165,米ドル-円,決済買,15,108.696,-,0,0,-1200,-1200
351840438,2020/01/02 9:21:45,10000510904780,米ドル-円,新規売,15,108.688,-,0,0,,0
351840398,2020/01/02 9:21:15,60000501249922,米ドル-円,決済売,15,108.693,-,0,0,-450,-450
351840173,2020/01/02 9:17:55,10000510904668,米ドル-円,新規買,15,108.696,-,0,0,,0
351839151,2020/01/02 9:05:08,60000501249486,米ドル-円,決済買,10,108.703,-,0,0,1100,1100
351838687,2020/01/02 9:00:40,10000510904091,米ドル-円,新規売,10,108.714,-,0,0,,0
