注文番号,約定日,建玉番号,通貨ペア,取引,数量,決済価格(建単価),換算レート,手数料,実現スワップ,実現損益,合計損益
421356878,2020/12/08 9:11:45,10000541590322,米ドル-円,新規買,10,103.994,-,0,0,,0
421047881,2020/12/05 1:14:47,60000532378154,米ドル-円,決済売,10,104.198,-,0,0,20000,20000
420961960,2020/12/04 22:10:09,10000541416447,米ドル-円,新規買,10,103.998,-,0,0,,0
420954797,2020/12/04 21:37:12,60000532334090,米ドル-円,決済売,10,103.969,-,0,0,3200,3200
420854077,2020/12/04 14:08:54,10000541368233,米ドル-円,新規買,10,103.937,-,0,0,,0
420744697,2020/12/03 23:35:29,60000532238544,米ドル-円,決済買,10,103.914,-,0,-620,22500,21880
419927105,2020/11/30 22:33:20,10000540948789,米ドル-円,新規売,10,104.139,-,0,0,,0
420457086,2020/12/02 22:00:19,60000532104487,米ドル-円,決済売,7,104.648,-,0,0,-5390,-5390
420433374,2020/12/02 20:58:45,10000541179369,米ドル-円,新規買,7,104.725,-,0,0,,0
420456874,2020/12/02 22:00:02,60000532104314,米ドル-円,決済売,3,104.659,-,0,0,-2100,-2100
420435180,2020/12/02 21:04:14,10000541180243,米ドル-円,新規買,3,104.729,-,0,0,,0
419754342,2020/11/30 9:54:57,60000531782860,米ドル-円,決済買,10,103.863,-,0,-100,6900,6800
419559910,2020/11/27 13:01:28,10000540780631,米ドル-円,新規売,10,103.932,-,0,0,,0
419540828,2020/11/27 11:22:50,60000531683715,米ドル-円,決済買,10,104.073,-,0,0,4400,4400
419521795,2020/11/27 10:00:08,10000540761836,米ドル-円,新規売,10,104.117,-,0,0,,0
419517676,2020/11/27 9:41:14,60000531673462,米ドル-円,決済買,10,104.168,-,0,-410,6000,5590
418948971,2020/11/24 18:24:19,10000540504763,米ドル-円,新規売,10,104.228,-,0,0,,0
418903895,2020/11/24 14:56:05,60000531393628,米ドル-円,決済買,10,104.386,-,0,0,5000,5000
418896635,2020/11/24 14:24:15,10000540480571,米ドル-円,新規売,10,104.436,-,0,0,,0
415583337,2020/11/06 20:06:49,60000529868455,米ドル-円,決済買,10,103.228,-,0,0,13700,13700
415556968,2020/11/06 18:48:02,10000539004143,米ドル-円,新規売,10,103.365,-,0,0,,0
415582489,2020/11/06 20:04:23,60000529868183,米ドル-円,決済買,10,103.226,-,0,0,15000,15000
415556660,2020/11/06 18:47:16,10000539003992,米ドル-円,新規売,10,103.376,-,0,0,,0
415505810,2020/11/06 14:42:39,60000529833931,米ドル-円,決済買,10,103.483,-,0,-120,5300,5180
415415647,2020/11/06 6:00:47,10000538941076,米ドル-円,新規売,10,103.536,-,0,0,,0
415505810,2020/11/06 14:42:39,60000529833930,米ドル-円,決済買,10,103.483,-,0,-120,5500,5380
415415518,2020/11/06 5:59:53,10000538940988,米ドル-円,新規売,10,103.538,-,0,0,,0
415505810,2020/11/06 14:42:39,60000529833929,米ドル-円,決済買,10,103.483,-,0,-120,1900,1780
415415196,2020/11/06 5:57:45,10000538940819,米ドル-円,新規売,10,103.502,-,0,0,,0
415415153,2020/11/06 5:57:17,60000529796058,米ドル-円,決済買,10,103.498,-,0,0,20600,20600
415304623,2020/11/05 22:12:14,10000538891284,米ドル-円,新規売,10,103.704,-,0,0,,0
415415153,2020/11/06 5:57:17,60000529796057,米ドル-円,決済買,10,103.498,-,0,0,14100,14100
415300758,2020/11/05 22:07:59,10000538889728,米ドル-円,新規売,10,103.639,-,0,0,,0
415415153,2020/11/06 5:57:17,60000529796056,米ドル-円,決済買,10,103.498,-,0,0,19200,19200
415296556,2020/11/05 22:04:45,10000538887960,米ドル-円,新規売,10,103.690,-,0,0,,0
415304343,2020/11/05 22:11:54,60000529745817,米ドル-円,決済売,10,103.682,-,0,0,2700,2700
415301497,2020/11/05 22:08:38,10000538890018,米ドル-円,新規買,10,103.655,-,0,0,,0
415187842,2020/11/05 18:15:32,60000529694637,米ドル-円,決済買,10,104.259,-,0,-360,3400,3040
415022114,2020/11/05 0:19:42,10000538762609,米ドル-円,新規売,10,104.293,-,0,0,,0
415021930,2020/11/05 0:19:10,60000529621134,米ドル-円,決済売,10,104.314,-,0,0,-1100,-1100
415021848,2020/11/05 0:18:56,10000538762374,米ドル-円,新規買,10,104.325,-,0,0,,0
415016617,2020/11/05 0:04:11,60000529618797,米ドル-円,決済買,10,104.331,-,0,0,9400,9400
414993754,2020/11/04 23:06:54,10000538750388,米ドル-円,新規売,10,104.425,-,0,0,,0
414976130,2020/11/04 22:37:05,60000529600712,米ドル-円,決済買,10,104.339,-,0,0,3600,3600
414948401,2020/11/04 21:45:02,10000538731201,米ドル-円,新規売,10,104.375,-,0,0,,0
414944926,2020/11/04 21:41:37,60000529587533,米ドル-円,決済買,10,104.401,-,0,-220,17900,17680
414050972,2020/10/30 22:19:05,10000538340500,米ドル-円,新規売,10,104.580,-,0,0,,0
414941180,2020/11/04 21:37:27,60000529585579,米ドル-円,決済買,10,104.203,-,0,-110,29700,29590
414576267,2020/11/04 1:30:40,10000538569662,米ドル-円,新規売,10,104.500,-,0,0,,0
414940875,2020/11/04 21:36:54,60000529585483,米ドル-円,決済買,10,104.213,-,0,0,18300,18300
414624895,2020/11/04 9:03:38,10000538589481,米ドル-円,新規売,10,104.396,-,0,0,,0
414576207,2020/11/04 1:30:22,60000529419493,米ドル-円,決済買,10,104.502,-,0,0,6400,6400
414569080,2020/11/04 0:59:34,10000538566703,米ドル-円,新規売,10,104.566,-,0,0,,0
413894144,2020/10/30 11:01:11,60000529102370,米ドル-円,決済買,10,104.469,-,0,0,5800,5800
413876474,2020/10/30 9:03:51,10000538260903,米ドル-円,新規売,10,104.527,-,0,0,,0
413894114,2020/10/30 11:01:01,60000529102354,米ドル-円,決済買,10,104.470,-,0,0,6600,6600
413874001,2020/10/30 8:48:41,10000538259651,米ドル-円,新規売,10,104.536,-,0,0,,0
413874071,2020/10/30 8:49:17,60000529093626,米ドル-円,決済買,10,104.539,-,0,0,2000,2000
413872912,2020/10/30 8:39:56,10000538259189,米ドル-円,新規売,10,104.559,-,0,0,,0
413874041,2020/10/30 8:49:01,60000529093609,米ドル-円,決済買,10,104.539,-,0,0,2000,2000
413873038,2020/10/30 8:41:01,10000538259237,米ドル-円,新規売,10,104.559,-,0,0,,0
413867509,2020/10/30 7:54:16,60000529091041,米ドル-円,決済買,10,104.609,-,0,-220,2800,2580
413845696,2020/10/30 1:36:10,10000538249010,米ドル-円,新規売,10,104.637,-,0,0,,0
413369976,2020/10/28 12:10:14,60000528863005,米ドル-円,決済買,10,104.315,-,0,-4130,-22200,-26330
407077762,2020/09/21 18:44:41,10000535255822,米ドル-円,新規売,10,104.093,-,0,0,,0
413344894,2020/10/28 9:34:48,60000528851051,米ドル-円,決済買,10,104.475,-,0,-4130,4300,170
407434575,2020/09/22 20:34:47,10000535413117,米ドル-円,新規売,10,104.518,-,0,0,,0
413344716,2020/10/28 9:33:36,60000528850992,米ドル-円,決済買,10,104.492,-,0,-4130,9600,5470
407459241,2020/09/22 21:37:11,10000535423697,米ドル-円,新規売,10,104.588,-,0,0,,0
407425210,2020/09/22 20:01:20,60000526171042,米ドル-円,決済買,10,104.466,-,0,0,5300,5300
407295789,2020/09/22 10:47:09,10000535350795,米ドル-円,新規売,10,104.519,-,0,0,,0
407424948,2020/09/22 20:00:47,60000526170936,米ドル-円,決済買,10,104.466,-,0,0,5800,5800
407295388,2020/09/22 10:45:07,10000535350649,米ドル-円,新規売,10,104.524,-,0,0,,0
407295326,2020/09/22 10:44:51,60000526113563,米ドル-円,決済買,10,104.532,-,0,0,11600,11600
407279033,2020/09/22 9:52:30,10000535343006,米ドル-円,新規売,10,104.648,-,0,0,,0
407295171,2020/09/22 10:44:06,60000526113519,米ドル-円,決済買,10,104.526,-,0,0,5500,5500
407283642,2020/09/22 10:12:20,10000535345220,米ドル-円,新規売,10,104.581,-,0,0,,0
407077428,2020/09/21 18:43:55,60000526015692,米ドル-円,決済買,10,104.112,-,0,0,-5200,-5200
407038897,2020/09/21 17:27:45,10000535238830,米ドル-円,新規売,10,104.060,-,0,0,,0
407077428,2020/09/21 18:43:55,60000526015691,米ドル-円,決済買,10,104.112,-,0,0,21100,21100
406983061,2020/09/21 14:28:46,10000535210648,米ドル-円,新規売,10,104.323,-,0,0,,0
407077428,2020/09/21 18:43:55,60000526015690,米ドル-円,決済買,10,104.112,-,0,0,20700,20700
406982809,2020/09/21 14:26:13,10000535210516,米ドル-円,新規売,10,104.319,-,0,0,,0
406982988,2020/09/21 14:28:07,60000525970731,米ドル-円,決済売,10,104.325,-,0,0,-200,-200
406982951,2020/09/21 14:27:29,10000535210602,米ドル-円,新規買,10,104.327,-,0,0,,0
406968328,2020/09/21 12:15:41,60000525964630,米ドル-円,決済買,10,104.306,-,0,0,1400,1400
406787119,2020/09/18 18:55:32,10000535124288,米ドル-円,新規売,10,104.320,-,0,0,,0
406968328,2020/09/21 12:15:41,60000525964629,米ドル-円,決済買,10,104.306,-,0,0,1600,1600
406786970,2020/09/18 18:55:17,10000535124212,米ドル-円,新規売,10,104.322,-,0,0,,0
406968142,2020/09/21 12:14:21,60000525964550,米ドル-円,決済買,10,104.306,-,0,0,0,0
406787371,2020/09/18 18:55:53,10000535124445,米ドル-円,新規売,10,104.306,-,0,0,,0
406769098,2020/09/18 17:55:15,60000525877155,米ドル-円,決済買,10,104.466,-,0,0,5700,5700
406766510,2020/09/18 17:50:37,10000535113105,米ドル-円,新規売,10,104.523,-,0,0,,0
406769098,2020/09/18 17:55:15,60000525877154,米ドル-円,決済買,10,104.466,-,0,0,6400,6400
406766144,2020/09/18 17:49:33,10000535112929,米ドル-円,新規売,10,104.530,-,0,0,,0
406769098,2020/09/18 17:55:15,60000525877153,米ドル-円,決済買,10,104.466,-,0,0,6000,6000
406765811,2020/09/18 17:48:42,10000535112760,米ドル-円,新規売,10,104.526,-,0,0,,0
406275176,2020/09/16 22:27:10,60000525656611,米ドル-円,決済買,5,104.909,-,0,0,7850,7850
406223963,2020/09/16 20:40:59,10000534868377,米ドル-円,新規売,5,105.066,-,0,0,,0
406275176,2020/09/16 22:27:10,60000525656610,米ドル-円,決済買,15,104.909,-,0,0,25200,25200
406223739,2020/09/16 20:40:33,10000534868269,米ドル-円,新規売,15,105.077,-,0,0,,0
406275176,2020/09/16 22:27:10,60000525656609,米ドル-円,決済買,10,104.909,-,0,0,17400,17400
406223581,2020/09/16 20:40:19,10000534868209,米ドル-円,新規売,10,105.083,-,0,0,,0
406214654,2020/09/16 20:12:45,60000525630614,米ドル-円,決済買,10,105.032,-,0,0,-1000,-1000
406209592,2020/09/16 19:58:48,10000534862022,米ドル-円,新規売,10,105.022,-,0,0,,0
406214455,2020/09/16 20:12:02,60000525630552,米ドル-円,決済買,5,105.038,-,0,0,-1250,-1250
406211859,2020/09/16 20:05:05,10000534863035,米ドル-円,新規売,5,105.013,-,0,0,,0
406214310,2020/09/16 20:11:40,60000525630477,米ドル-円,決済買,10,105.042,-,0,0,-3100,-3100
406211013,2020/09/16 20:02:53,10000534862659,米ドル-円,新規売,10,105.011,-,0,0,,0
406209851,2020/09/16 19:59:37,60000525628710,米ドル-円,決済買,10,105.031,-,0,0,19000,19000
406171060,2020/09/16 17:28:53,10000534843418,米ドル-円,新規売,10,105.221,-,0,0,,0
406209389,2020/09/16 19:58:15,60000525628533,米ドル-円,決済買,10,105.025,-,0,-3100,21000,17900
400568580,2020/08/19 9:44:37,10000532350213,米ドル-円,新規売,10,105.235,-,0,0,,0
406209161,2020/09/16 19:57:41,60000525628449,米ドル-円,決済買,10,105.024,-,0,-3100,19200,16100
400568714,2020/08/19 9:45:28,10000532350259,米ドル-円,新規売,10,105.216,-,0,0,,0
406170804,2020/09/16 17:27:46,60000525611482,米ドル-円,決済買,5,105.227,-,0,-985,2550,1565
402649962,2020/08/28 21:05:29,10000533272036,米ドル-円,新規売,5,105.278,-,0,0,,0
406170749,2020/09/16 17:27:30,60000525611461,米ドル-円,決済買,5,105.217,-,0,-985,700,-285
402655829,2020/08/28 21:15:42,10000533274946,米ドル-円,新規売,5,105.231,-,0,0,,0
402636925,2020/08/28 20:32:48,60000524020271,米ドル-円,決済買,5,105.360,-,0,0,-1200,-1200
402635914,2020/08/28 20:30:32,10000533265248,米ドル-円,新規売,5,105.336,-,0,0,,0
402635586,2020/08/28 20:29:46,60000524019716,米ドル-円,決済買,5,105.355,-,0,0,11250,11250
402604336,2020/08/28 19:32:24,10000533250019,米ドル-円,新規売,5,105.580,-,0,0,,0
402635109,2020/08/28 20:28:12,60000524019548,米ドル-円,決済買,5,105.359,-,0,0,5950,5950
402609872,2020/08/28 19:44:10,10000533253414,米ドル-円,新規売,5,105.478,-,0,0,,0
402635060,2020/08/28 20:27:59,60000524019531,米ドル-円,決済買,1,105.363,-,0,-113,-170,-283
400708274,2020/08/19 21:26:14,10000532413267,米ドル-円,新規売,1,105.346,-,0,0,,0
402634423,2020/08/28 20:26:06,60000524019254,米ドル-円,決済買,1,105.359,-,0,-113,230,117
400581629,2020/08/19 10:44:20,10000532356280,米ドル-円,新規売,1,105.382,-,0,0,,0
402633336,2020/08/28 20:22:41,60000524018841,米ドル-円,決済買,2,105.370,-,0,-140,2160,2020
401164284,2020/08/21 17:19:43,10000532614934,米ドル-円,新規売,2,105.478,-,0,0,,0
402603204,2020/08/28 19:29:10,60000524005573,米ドル-円,決済買,5,105.638,-,0,-50,12650,12600
402060856,2020/08/27 9:54:13,10000533007520,米ドル-円,新規売,5,105.891,-,0,0,,0
402581323,2020/08/28 18:42:07,60000523996019,米ドル-円,決済買,1,105.643,-,0,-70,900,830
401225842,2020/08/21 20:54:40,10000532642036,米ドル-円,新規売,1,105.733,-,0,0,,0
402057906,2020/08/27 9:35:37,60000523751005,米ドル-円,決済買,5,105.850,-,0,0,750,750
402040391,2020/08/27 7:44:04,10000532998472,米ドル-円,新規売,5,105.865,-,0,0,,0
402040181,2020/08/27 7:43:04,60000523743831,米ドル-円,決済買,5,105.895,-,0,-200,3950,3750
401587750,2020/08/25 12:56:21,10000532798941,米ドル-円,新規売,5,105.974,-,0,0,,0
402031478,2020/08/27 5:07:21,60000523740656,米ドル-円,決済買,5,105.980,-,0,0,16150,16150
401939060,2020/08/26 20:52:38,10000532953431,米ドル-円,新規売,5,106.303,-,0,0,,0
401930985,2020/08/26 20:08:25,60000523692465,米ドル-円,決済買,5,106.224,-,0,0,1150,1150
401908976,2020/08/26 18:10:35,10000532940111,米ドル-円,新規売,5,106.247,-,0,0,,0
401900739,2020/08/26 17:30:48,60000523678977,米ドル-円,決済買,5,106.242,-,0,0,5900,5900
401813099,2020/08/26 7:48:38,10000532897075,米ドル-円,新規売,5,106.360,-,0,0,,0
401578967,2020/08/25 11:38:00,60000523529122,米ドル-円,決済買,5,105.893,-,0,0,2750,2750
401562816,2020/08/25 9:50:09,10000532787842,米ドル-円,新規売,5,105.948,-,0,0,,0
401560522,2020/08/25 9:36:22,60000523520490,米ドル-円,決済買,3,105.976,-,0,0,1290,1290
401557294,2020/08/25 9:15:56,10000532785224,米ドル-円,新規売,3,106.019,-,0,0,,0
401158606,2020/08/21 17:02:29,60000523340040,米ドル-円,決済買,2,105.479,-,0,0,2080,2080
401127082,2020/08/21 14:18:11,10000532596978,米ドル-円,新規売,2,105.583,-,0,0,,0
401092287,2020/08/21 9:19:35,60000523310489,米ドル-円,決済買,2,105.683,-,0,-20,2040,2020
400978836,2020/08/20 21:37:50,10000532532007,米ドル-円,新規売,2,105.785,-,0,0,,0
400962853,2020/08/20 20:46:32,60000523252198,米ドル-円,決済買,1,105.879,-,0,0,1970,1970
400862607,2020/08/20 12:09:42,10000532478596,米ドル-円,新規売,1,106.076,-,0,0,,0
400568438,2020/08/19 9:43:44,60000523070655,米ドル-円,決済売,10,105.228,-,0,0,-600,-600
400568394,2020/08/19 9:43:26,10000532350138,米ドル-円,新規買,10,105.234,-,0,0,,0
400568333,2020/08/19 9:43:10,60000523070616,米ドル-円,決済買,10,105.229,-,0,-960,33400,32440
398572175,2020/08/07 9:50:02,10000531457869,米ドル-円,新規売,10,105.563,-,0,0,,0
400568333,2020/08/19 9:43:10,60000523070615,米ドル-円,決済買,1,105.229,-,0,-96,3150,3054
398571826,2020/08/07 9:47:27,10000531457721,米ドル-円,新規売,1,105.544,-,0,0,,0
400568333,2020/08/19 9:43:10,60000523070614,米ドル-円,決済買,10,105.229,-,0,-960,28500,27540
398556787,2020/08/07 7:32:12,10000531451475,米ドル-円,新規売,10,105.514,-,0,0,,0
398437643,2020/08/06 20:09:24,60000522099553,米ドル-円,決済買,15,105.469,-,0,0,12450,12450
398387534,2020/08/06 16:32:14,10000531375760,米ドル-円,新規売,15,105.552,-,0,0,,0
398362947,2020/08/06 14:48:01,60000522064621,米ドル-円,決済買,15,105.481,-,0,0,12150,12150
398327143,2020/08/06 9:36:34,10000531348069,米ドル-円,新規売,15,105.562,-,0,0,,0
398263814,2020/08/05 23:24:14,60000522020660,米ドル-円,決済買,5,105.421,-,0,0,13600,13600
398044083,2020/08/05 8:45:01,10000531220725,米ドル-円,新規売,5,105.693,-,0,0,,0
398263603,2020/08/05 23:23:45,60000522020564,米ドル-円,決済買,10,105.410,-,0,-340,19300,18960
397335783,2020/07/31 23:01:54,10000530912092,米ドル-円,新規売,10,105.603,-,0,0,,0
395612751,2020/07/24 9:35:27,60000520821361,米ドル-円,決済買,10,106.551,-,0,-4400,27800,23400
390793085,2020/06/24 23:21:45,10000527976154,米ドル-円,新規売,10,106.829,-,0,0,,0
395612613,2020/07/24 9:35:05,60000520821329,米ドル-円,決済買,10,106.562,-,0,-4400,4100,-300
391043082,2020/06/25 22:38:41,60000518750019,米ドル-円,決済買,5,107.310,-,0,-180,-35350,-35530
391011643,2020/06/25 21:07:38,60000518736070,米ドル-円,決済買,5,107.394,-,0,-180,-39550,-39730
390735104,2020/06/24 21:09:32,10000527950791,米ドル-円,新規売,20,106.603,-,0,0,,0
391866356,2020/07/01 10:30:43,60000519123253,米ドル-円,決済売,10,107.841,-,0,0,-27400,-27400
391856074,2020/07/01 9:53:47,10000528440647,米ドル-円,新規買,10,108.115,-,0,0,,0
391630656,2020/06/30 14:26:59,60000519013496,米ドル-円,決済買,10,107.743,-,0,0,600,600
391630262,2020/06/30 14:23:49,10000528341329,米ドル-円,新規売,10,107.749,-,0,0,,0
391627101,2020/06/30 13:50:19,60000519011910,米ドル-円,決済買,10,107.717,-,0,0,2400,2400
391625774,2020/06/30 13:39:41,10000528339280,米ドル-円,新規売,10,107.741,-,0,0,,0
391440926,2020/06/29 20:02:58,60000518926896,米ドル-円,決済買,10,107.192,-,0,0,1100,1100
391440158,2020/06/29 20:00:08,10000528259585,米ドル-円,新規売,10,107.203,-,0,0,,0
391112839,2020/06/26 9:21:59,60000518780879,米ドル-円,決済売,10,107.137,-,0,0,-2500,-2500
391109448,2020/06/26 9:06:18,10000528112281,米ドル-円,新規買,10,107.162,-,0,0,,0
391108977,2020/06/26 9:03:57,60000518779341,米ドル-円,決済売,10,107.139,-,0,0,-300,-300
391108657,2020/06/26 9:02:48,10000528111877,米ドル-円,新規買,10,107.142,-,0,0,,0
391108362,2020/06/26 9:01:27,60000518778951,米ドル-円,決済売,10,107.139,-,0,0,-2800,-2800
391107377,2020/06/26 8:53:28,10000528111165,米ドル-円,新規買,10,107.167,-,0,0,,0
391107357,2020/06/26 8:53:15,60000518778532,米ドル-円,決済買,10,107.167,-,0,0,-300,-300
391107307,2020/06/26 8:52:43,10000528111145,米ドル-円,新規売,10,107.164,-,0,0,,0
391106802,2020/06/26 8:47:17,60000518778369,米ドル-円,決済売,10,107.180,-,0,0,700,700
391106493,2020/06/26 8:42:45,10000528110838,米ドル-円,新規買,10,107.173,-,0,0,,0
391106155,2020/06/26 8:39:18,60000518778119,米ドル-円,決済売,10,107.176,-,0,0,300,300
391105914,2020/06/26 8:36:38,10000528110640,米ドル-円,新規買,10,107.173,-,0,0,,0
391105379,2020/06/26 8:32:33,60000518777848,米ドル-円,決済買,10,107.176,-,0,0,500,500
391104818,2020/06/26 8:27:15,10000528110205,米ドル-円,新規売,10,107.181,-,0,0,,0
391086621,2020/06/26 2:32:03,60000518770330,米ドル-円,決済買,10,107.183,-,0,0,700,700
391085218,2020/06/26 2:04:37,10000528102955,米ドル-円,新規売,10,107.190,-,0,0,,0
391085202,2020/06/26 2:04:25,60000518769660,米ドル-円,決済売,10,107.190,-,0,0,-2800,-2800
391084821,2020/06/26 2:00:39,10000528102796,米ドル-円,新規買,10,107.218,-,0,0,,0
391084689,2020/06/26 1:59:21,60000518769359,米ドル-円,決済買,10,107.183,-,0,0,-1200,-1200
391084563,2020/06/26 1:57:50,10000528102661,米ドル-円,新規売,10,107.171,-,0,0,,0
391084237,2020/06/26 1:52:23,60000518769087,米ドル-円,決済売,10,107.140,-,0,0,-900,-900
391083714,2020/06/26 1:42:50,10000528102343,米ドル-円,新規買,10,107.149,-,0,0,,0
391083708,2020/06/26 1:42:40,60000518768895,米ドル-円,決済買,10,107.149,-,0,0,-1000,-1000
391083629,2020/06/26 1:41:05,10000528102310,米ドル-円,新規売,10,107.139,-,0,0,,0
391083602,2020/06/26 1:40:45,60000518768850,米ドル-円,決済売,10,107.140,-,0,0,-9100,-9100
391078176,2020/06/26 0:42:56,10000528100074,米ドル-円,新規買,10,107.231,-,0,0,,0
391078130,2020/06/26 0:42:45,60000518766365,米ドル-円,決済買,10,107.230,-,0,0,-1900,-1900
391078056,2020/06/26 0:42:12,10000528100023,米ドル-円,新規売,10,107.211,-,0,0,,0
391077829,2020/06/26 0:40:48,60000518766260,米ドル-円,決済売,10,107.222,-,0,0,900,900
391076725,2020/06/26 0:34:55,10000528099460,米ドル-円,新規買,10,107.213,-,0,0,,0
391074087,2020/06/26 0:19:49,60000518764603,米ドル-円,決済売,10,107.188,-,0,0,1600,1600
391073348,2020/06/26 0:16:30,10000528098067,米ドル-円,新規買,10,107.172,-,0,0,,0
391072883,2020/06/26 0:14:13,60000518763904,米ドル-円,決済売,10,107.139,-,0,0,-5400,-5400
391070263,2020/06/26 0:02:23,10000528096861,米ドル-円,新規買,10,107.193,-,0,0,,0
391067553,2020/06/25 23:55:18,60000518761392,米ドル-円,決済買,10,107.178,-,0,0,2000,2000
391066949,2020/06/25 23:53:17,10000528095329,米ドル-円,新規売,10,107.198,-,0,0,,0
391066773,2020/06/25 23:52:42,60000518761025,米ドル-円,決済売,10,107.223,-,0,0,600,600
391065836,2020/06/25 23:49:08,10000528094798,米ドル-円,新規買,10,107.217,-,0,0,,0
391065360,2020/06/25 23:47:02,60000518760281,米ドル-円,決済買,10,107.206,-,0,0,200,200
391065164,2020/06/25 23:46:08,10000528094508,米ドル-円,新規売,10,107.208,-,0,0,,0
390782725,2020/06/24 23:00:37,60000518631129,米ドル-円,決済売,10,106.874,-,0,90,4700,4790
390438990,2020/06/23 21:32:52,10000527817942,米ドル-円,新規買,10,106.827,-,0,0,,0
390677265,2020/06/24 16:55:11,60000518583778,米ドル-円,決済買,20,106.614,-,0,0,2800,2800
390676825,2020/06/24 16:53:25,10000527924213,米ドル-円,新規売,20,106.628,-,0,0,,0
390666680,2020/06/24 16:14:48,60000518578671,米ドル-円,決済買,20,106.612,-,0,0,4400,4400
390665998,2020/06/24 16:11:54,10000527918985,米ドル-円,新規売,20,106.634,-,0,0,,0
390660747,2020/06/24 15:34:51,60000518575896,米ドル-円,決済買,20,106.581,-,0,0,2200,2200
390658965,2020/06/24 15:21:05,10000527915603,米ドル-円,新規売,20,106.592,-,0,0,,0
390430213,2020/06/23 21:14:49,60000518473952,米ドル-円,決済買,10,106.953,-,0,0,2600,2600
390428532,2020/06/23 21:10:51,10000527812609,米ドル-円,新規売,10,106.979,-,0,0,,0
390430155,2020/06/23 21:14:41,60000518473933,米ドル-円,決済買,10,106.958,-,0,0,-400,-400
390287229,2020/06/23 11:01:14,10000527750372,米ドル-円,新規売,10,106.954,-,0,0,,0
390422017,2020/06/23 20:53:10,60000518470148,米ドル-円,決済買,10,107.035,-,0,0,1600,1600
390421569,2020/06/23 20:50:38,10000527809153,米ドル-円,新規売,10,107.051,-,0,0,,0
390397499,2020/06/23 18:42:58,60000518459414,米ドル-円,決済買,10,107.086,-,0,0,1200,1200
390397143,2020/06/23 18:41:13,10000527798296,米ドル-円,新規売,10,107.098,-,0,0,,0
390396176,2020/06/23 18:37:01,60000518458803,米ドル-円,決済売,10,107.077,-,0,0,1200,1200
390390207,2020/06/23 18:07:59,10000527795123,米ドル-円,新規買,10,107.065,-,0,0,,0
390378623,2020/06/23 17:14:48,60000518451584,米ドル-円,決済買,10,107.082,-,0,0,6800,6800
