注文番号,約定日,建玉番号,通貨ペア,取引,数量,決済価格(建単価),換算レート,手数料,実現スワップ,実現損益,合計損益
505594044,2022/03/08 21:29:55,10000579198074,米ドル-円,新規買,70,115.736,-,0,0,,0
505378393,2022/03/08 5:54:02,60000571056293,米ドル-円,決済売,40,115.276,-,0,0,104000,104000
505052183,2022/03/07 10:13:10,10000578960050,米ドル-円,新規買,40,115.016,-,0,0,,0
505328876,2022/03/08 0:12:33,60000571031590,米ドル-円,決済売,20,115.319,-,0,0,48600,48600
505135725,2022/03/07 16:22:17,10000578997044,米ドル-円,新規買,20,115.076,-,0,0,,0
505328759,2022/03/08 0:12:11,60000571031470,米ドル-円,決済売,10,115.314,-,0,0,3900,3900
505274426,2022/03/07 22:16:40,10000579057992,米ドル-円,新規買,10,115.275,-,0,0,,0
505270257,2022/03/07 22:05:30,60000571004616,米ドル-円,決済売,10,115.225,-,0,0,11800,11800
505192663,2022/03/07 19:23:53,10000579022337,米ドル-円,新規買,10,115.107,-,0,0,,0
505192563,2022/03/07 19:23:31,60000570969207,米ドル-円,決済売,10,115.104,-,0,0,16200,16200
505088507,2022/03/07 12:11:17,10000578976279,米ドル-円,新規買,10,114.942,-,0,0,,0
504976051,2022/03/05 5:51:33,60000570885146,米ドル-円,決済売,70,114.885,-,0,0,21000,21000
504974577,2022/03/05 3:06:43,10000578930444,米ドル-円,新規買,70,114.855,-,0,0,,0
504418858,2022/03/03 16:47:15,60000570626028,米ドル-円,決済売,70,115.685,-,0,0,21700,21700
504378625,2022/03/03 12:42:29,10000578657994,米ドル-円,新規買,70,115.654,-,0,0,,0
504341533,2022/03/03 8:53:28,60000570590854,米ドル-円,決済売,70,115.497,-,0,840,185500,186340
504119264,2022/03/02 18:05:46,10000578547437,米ドル-円,新規買,70,115.232,-,0,0,,0
504117566,2022/03/02 18:00:58,60000570483303,米ドル-円,決済売,70,115.168,-,0,0,6300,6300
504076775,2022/03/02 15:41:05,10000578528763,米ドル-円,新規買,70,115.159,-,0,0,,0
504074016,2022/03/02 15:26:03,60000570462768,米ドル-円,決済売,50,115.091,-,0,0,16000,16000
504069867,2022/03/02 15:00:52,10000578525639,米ドル-円,新規買,50,115.059,-,0,0,,0
504066941,2022/03/02 15:00:23,60000570460809,米ドル-円,決済売,70,115.057,-,0,0,1400,1400
504050970,2022/03/02 12:32:30,10000578517755,米ドル-円,新規買,70,115.055,-,0,0,,0
504035488,2022/03/02 11:02:18,60000570445946,米ドル-円,決済売,70,115.009,-,0,490,43400,43890
503911756,2022/03/01 22:50:16,10000578456690,米ドル-円,新規買,70,114.947,-,0,0,,0
503908803,2022/03/01 22:41:45,60000570388592,米ドル-円,決済売,30,114.901,-,0,0,2400,2400
503902374,2022/03/01 22:30:26,10000578452872,米ドル-円,新規買,30,114.893,-,0,0,,0
503908783,2022/03/01 22:41:40,60000570388586,米ドル-円,決済売,40,114.902,-,0,0,15200,15200
503900584,2022/03/01 22:27:45,10000578452064,米ドル-円,新規買,40,114.864,-,0,0,,0
